title,money,knoladge,company,addition,city,link
Оператор ПК,72.0,SAP,АПХ Мираторг6.6,"['Опыт не нужен', 'Сменный график']",Клин,https://russia.superjob.ru/vacancy/search/?page=47/vakansii/operator-pk-51020304.html
Контролер отгрузки,101.0,,АПХ Мираторг6.6,"['Опыт не нужен', 'Сменный график']",Клин,https://russia.superjob.ru/vacancy/search/?page=47/vakansii/kontroler-otgruzki-51020302.html
Бухгалтер обособленного подразделения,90.0,,ГК Миллениум,,Хабаровск,https://russia.superjob.ru/vacancy/search/?page=47/vakansii/buhgalter-obosoblennogo-podrazdeleniya-51051290.html
Ревизор,390.0,,АПХ Мираторг6.6,"['Опыт не нужен', 'Полная занятость']",Солнечногорск,https://russia.superjob.ru/vacancy/search/?page=47/vakansii/revizor-51020279.html
Уборщик производственных помещений,278.5,,АПХ Мираторг6.6,"['Опыт не нужен', 'Сменный график']",Домодедово,https://russia.superjob.ru/vacancy/search/?page=47/vakansii/uborschik-proizvodstvennyh-pomeschenij-51020276.html
Младший специалист склада,79.0,,АПХ Мираторг6.6,"['Опыт не нужен', 'Полная занятость']",Зеленоград,https://russia.superjob.ru/vacancy/search/?page=47/vakansii/mladshij-specialist-sklada-51020270.html
Повар в ресторан 100 Мираторг (Сколково Амальтея),298.0,,АПХ Мираторг6.6,"['Опыт не нужен', 'Сменный график']",В компании есть ещё 6 похожих вакансий,https://russia.superjob.ru/vacancy/search/?page=47/vakansii/povar-v-restoran-100-miratorg-51020265.html
"Пекарь-кассир (Первомайская, Щелковская)",82.0,,АПХ Мираторг6.6,"['Опыт не нужен', 'Сменный график']","Москва, Арбатско-Покровская линия, метро Первомайская",https://russia.superjob.ru/vacancy/search/?page=47/vakansii/pekar-kassir-51020260.html
Специалист отдела кодирования и расчетов,50.0,,Т Плюс7.1,['Полная занятость'],Ижевск,https://russia.superjob.ru/vacancy/search/?page=48/vakansii/specialist-otdela-kodirovaniya-i-raschetov-50865461.html
Специалист по работе с клиентами,52.0,EXCEL,Т Плюс7.1,"['Опыт не нужен', 'Полная занятость']",Ижевск,https://russia.superjob.ru/vacancy/search/?page=48/vakansii/specialist-po-rabote-s-klientami-50865485.html
Специалист отдела оплаты дополнительных расходов пострадавших,52.5,MS OFFICE,Социальный фонд России,"['Опыт не нужен', 'Полная занятость']","Москва, Зелёный проспект, 13",https://russia.superjob.ru/vacancy/search/?page=48/vakansii/specialist-otdela-oplaty-dopolnitelnyh-rashodov-postradavshih-50532970.html
Бухгалтер,43.0,C,Социальный фонд России,['Полная занятость'],Пенза,https://russia.superjob.ru/vacancy/search/?page=48/vakansii/buhgalter-50540433.html
Ведущий специалист в отдел административной поддержки,27.5,,Почта РоссииПроверенный работодатель6.2,['Полная занятость'],Йошкар-Ола,https://russia.superjob.ru/vacancy/search/?page=48/vakansii/veduschij-specialist-v-otdel-administrativnoj-podderzhki-50326937.html
Ведущий специалист по обеспечению почтовой связи,35.0,,Почта РоссииПроверенный работодатель6.2,['Полная занятость'],Рахья,https://russia.superjob.ru/vacancy/search/?page=48/vakansii/veduschij-specialist-po-obespecheniyu-pochtovoj-svyazi-49745792.html
Специалист отдела по рассмотрению обращений граждан (регистратор),52.5,,Социальный фонд России,"['Опыт не нужен', 'Старт карьеры', 'Полная занятость']","Москва, Кусковская улица, 9",https://russia.superjob.ru/vacancy/search/?page=48/vakansii/specialist-otdela-po-rassmotreniyu-obraschenij-grazhdan-50848727.html
"Системный администратор (оргтехника, ПК)",40.0,,Социальный фонд России,"['Опыт не нужен', 'Полная занятость']",Ростов-на-Дону,https://russia.superjob.ru/vacancy/search/?page=48/vakansii/sistemnyj-administrator-50519046.html
Специалист SAP FM,72.0,,Т Плюс7.1,"['Старт карьеры', 'Полная занятость']",Нижний Новгород,https://russia.superjob.ru/vacancy/search/?page=48/vakansii/specialist-sap-fm-50880242.html
Плотник,100.0,,"Группа Компаний ""Медси""/АО ""ГРУППА КОМПАНИЙ ""МЕДСИ""Проверенный работодатель7.4",['Полная занятость'],"Москва, Беговая аллея, 9А",https://russia.superjob.ru/vacancy/search/?page=48/vakansii/plotnik-51157358.html
Такелажник,516.0,,Т Плюс7.1,"['Опыт не нужен', 'Полная занятость']",Оренбург,https://russia.superjob.ru/vacancy/search/?page=48/vakansii/takelazhnik-50428319.html
Сварщик,162.5,,Т Плюс7.1,['Полная занятость'],Оренбург,https://russia.superjob.ru/vacancy/search/?page=48/vakansii/svarschik-50428342.html
Монтер пути,351.5,,Т Плюс7.1,"['Опыт не нужен', 'Полная занятость']",Оренбург,https://russia.superjob.ru/vacancy/search/?page=48/vakansii/monter-puti-50864158.html
"Регистратор (м. Парк Культуры, м. Фрунзенская)",50.0,,"Группа Компаний ""Медси""/АО ""ГРУППА КОМПАНИЙ ""МЕДСИ""Проверенный работодатель7.4","['Опыт не нужен', 'Старт карьеры', 'Полная занятость']","Москва, Большая Пироговская улица, 7",https://russia.superjob.ru/vacancy/search/?page=48/vakansii/registrator-50727284.html
Санитарка / Санитар (м. Белорусская),46.0,,"Группа Компаний ""Медси""/АО ""ГРУППА КОМПАНИЙ ""МЕДСИ""Проверенный работодатель7.4","['Опыт не нужен', 'Сменный график']","Москва, Грузинский переулок, 3А",https://russia.superjob.ru/vacancy/search/?page=48/vakansii/sanitarka-50727287.html
Холл-менеджер (м. Белорусская),60.0,,"Группа Компаний ""Медси""/АО ""ГРУППА КОМПАНИЙ ""МЕДСИ""Проверенный работодатель7.4","['Опыт не нужен', 'Сменный график']","Москва, Грузинский переулок, 3а",https://russia.superjob.ru/vacancy/search/?page=48/vakansii/holl-menedzher-50727290.html
Ведущий специалист балансов тепловой энергии,48.0,EXCEL,Т Плюс7.1,['Полная занятость'],Ульяновск,https://russia.superjob.ru/vacancy/search/?page=48/vakansii/veduschij-specialist-balansov-teplovoj-energii-50859595.html
Бухгалтер на первичную документацию,70.0,,ГК Миллениум,,Ростов-на-Дону,https://russia.superjob.ru/vacancy/search/?page=48/vakansii/buhgalter-na-pervichnuyu-dokumentaciyu-51051281.html
Специалист по осуществлению закупок,40.0,,Социальный фонд России,['Полная занятость'],Смоленск,https://russia.superjob.ru/vacancy/search/?page=48/vakansii/specialist-po-osuschestvleniyu-zakupok-50493209.html
Главный специалист-эксперт по охране труда,34.0,,Социальный фонд России,['Полная занятость'],Калуга,https://russia.superjob.ru/vacancy/search/?page=48/vakansii/glavnyj-specialist-ekspert-po-ohrane-truda-50493049.html
Заместитель начальника отдела по взаимодействию со средствами массовой информации,По договорённости,,Социальный фонд России,['Полная занятость'],"Москва, улица Шаболовка, 4с1",https://russia.superjob.ru/vacancy/search/?page=48/vakansii/zamestitel-nachalnika-otdela-po-vzaimodejstviyu-so-sredstvami-massovoj-informacii-50493010.html
Оператор 1С,42.0,V MS OFFICE,ГК Миллениум,,Нижний Тагил,https://russia.superjob.ru/vacancy/search/?page=48/vakansii/operator-1s-51051272.html
Специалист call-центра,По договорённости,E,Социальный фонд России,"['Опыт не нужен', 'Полная занятость']",Казань,https://russia.superjob.ru/vacancy/search/?page=48/vakansii/specialist-call-centra-50493385.html
